"sede_codigo","periodo_id","periodo_anio","actividad_id","actividad_codigo","actividad_nombre"
"105001000001,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000001","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000027,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000027","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000043","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000043,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000078","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000078,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000078","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000094,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000094","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000108,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000132,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000132","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000141","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000141,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000141","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000159","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000159,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000159","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000175","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000175,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000175","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000302,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000302","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000311,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000345,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000345","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000353,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000396","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000396,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000396","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000418","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000418,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000418","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000477,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000485","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000485,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000485","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000493","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000493,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000493","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000515,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000515","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000809","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000809,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000809","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000841,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000841","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000850,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000850","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000868,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000868","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000876","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000876,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000906","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000906,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000906","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000922,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000931,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000931","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001000957","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001000957,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001000957","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001171","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001198,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001198","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001236","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001236,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001236","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001252","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001252,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001252","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001279","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001279,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001279","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001317,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001317","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001325","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001325,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001325","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001333,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001341","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001341,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001341","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001686","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001686,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001686","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001708","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001708,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001708","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001716","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001716,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001716","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001775,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001775","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001791","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001791,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001791","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001805,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001813,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001813","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001821","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001821,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001821","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001001848","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001001848,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001001881,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002216,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002216","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002267,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002305","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002305,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002305","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002330,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002330","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002348","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002348,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002348","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002356","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002356,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002372,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002372","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002381","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002381,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002381","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002429","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002429,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002721","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002721,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002721","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002780","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002780,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002780","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002798","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002798,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002798","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002828,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002828","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002836","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001002836,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002852","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002861","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001002879,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002887,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002895,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001002895","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003182,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003182","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003221,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003221","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003247","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001003247,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003247","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003255","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001003255,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003255","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003271,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003271","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003280","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001003280","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003298,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003298","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003310,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003310","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003352,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003361","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001003361,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003361","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001003387","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001003387,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001003387","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005321,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005321","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005339,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005339","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005347","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001005347,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005347","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005371,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005380","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001005380,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005380","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005410","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001005410,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005410","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005428","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001005428,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005428","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005461","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001005461,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005461","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001005495","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001005495,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001005495","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006246","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001006246,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006246","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006262","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001006262,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006262","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006483,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006483","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006491","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006530","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001006530,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006530","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006548,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006548","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006556,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006556","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001006718","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001006718,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001006718","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001007439,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007439","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001007447,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007471,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007609,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007609","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001007692","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001007722","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001007838","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001007838,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007838","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001007889","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001007889,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007889","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001007919","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001007919,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001007919","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001008389,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001008486,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001008486","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001009652,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001009652","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001009695,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001009709","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001009709,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001009709","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001009865","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001009865,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001009865","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001009962,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001010090,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001010090","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001010111,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001010111","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001010367","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001010448","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001010448,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001010448","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001011363,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001011428","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001011428,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
"105001011428","10","2023","7","7","Aprendizaje y evaluaci�n del aprendizaje utilizando la plataforma virtual o multimedia digital"
"105001011461","10","2023","4","4","Exposici�n y ense�anza de los contenidos curriculares en red (intranet)"
"105001011461,10,2023,5,05,""Consulta de contenidos pedag�gicos, mediante buscadores en internet""","null","null","null","null",""
